seqname,source,feature,orf_start,orf_end,score,strand,frame,attributes,operonmapper_id,product,orf_left,orf_right,orf_length,operon_id,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
NZ_LN908249.1,Protein Homology,CDS,266076,267785,.,+,0,ID=cds-WP_039708946.1;product=Transferrin-binding_protein_2,cds-WP_039708946.1,Transferrin-binding protein 2,266076,267785,1710,121,2,1,first,,cds-WP_231944214.1,cds-WP_039708946.1,cds-WP_231944214.1,266076,268444,cds-WP_039708946.1;cds-WP_231944214.1
NZ_LN908249.1,Protein Homology,CDS,267800,268444,.,+,0,ID=cds-WP_231944214.1;product=Transferrin-binding_protein_1,cds-WP_231944214.1,Transferrin-binding protein 1,267800,268444,645,121,2,2,last,cds-WP_039708946.1,,cds-WP_039708946.1,cds-WP_231944214.1,266076,268444,cds-WP_039708946.1;cds-WP_231944214.1
NZ_LN908249.1,GeneMarkS-2+,CDS,268508,269365,.,+,0,ID=cds-WP_052245659.1;product=Probable_transferrin-binding_protein_1,cds-WP_052245659.1,Probable transferrin-binding protein 1,268508,269365,858,122,1,1,single,,,cds-WP_052245659.1,cds-WP_052245659.1,268508,269365,cds-WP_052245659.1
NZ_LN908249.1,Protein Homology,CDS,269458,270588,.,+,0,ID=cds-MIDG2331_RS11605;product=Transferrin-binding_protein_1,cds-MIDG2331_RS11605,Transferrin-binding protein 1,269458,270588,1131,123,1,1,single,,,cds-MIDG2331_RS11605,cds-MIDG2331_RS11605,269458,270588,cds-MIDG2331_RS11605
NZ_LN908249.1,Protein Homology,CDS,270635,271897,.,-,0,ID=rho;product=Transcription_termination_factor_Rho,rho,Transcription termination factor Rho,270635,271897,1263,124,1,1,single,,,rho,rho,270635,271897,rho
NZ_LN908249.1,Protein Homology,CDS,272095,273045,.,-,0,ID=cysK;product=Cysteine_synthase,cysK,Cysteine synthase,272095,273045,951,125,1,1,single,,,cysK,cysK,272095,273045,cysK
NZ_LN908249.1,Protein Homology,CDS,273257,274207,.,-,0,ID=thrB;product=Homoserine_kinase,thrB,Homoserine kinase,273257,274207,951,126,2,2,last,thrA,,thrA,thrB,273257,276663,thrA;thrB
NZ_LN908249.1,Protein Homology,CDS,274207,276663,.,-,0,ID=thrA;product=Bifunctional_aspartokinase/homoserine_dehydrogenase,thrA,Bifunctional aspartokinase/homoserine dehydrogenase,274207,276663,2457,126,2,1,first,,thrB,thrA,thrB,273257,276663,thrA;thrB
NZ_LN908249.1,Protein Homology,CDS,277072,277713,.,+,0,ID=sodA;product=Superoxide_dismutase_[Mn],sodA,Superoxide dismutase [Mn],277072,277713,642,127,1,1,single,,,sodA,sodA,277072,277713,sodA
NZ_LN908249.1,Protein Homology,CDS,277801,278925,.,-,0,ID=alr;product=Alanine_racemase,alr,Alanine racemase,277801,278925,1125,128,1,1,single,,,alr,alr,277801,278925,alr
NZ_LN908249.1,Protein Homology,CDS,279046,280983,.,+,0,ID=recD;product=RecBCD_enzyme_subunit_RecD,recD,RecBCD enzyme subunit RecD,279046,280983,1938,129,1,1,single,,,recD,recD,279046,280983,recD
NZ_LN908249.1,cmsearch,rRNA,281330,282871,.,+,.,ID=rna-MIDG2331_RS01300;product='rRNA',rna-MIDG2331_RS01300,'rRNA',281330,282871,1542,130,4,1,first,,rna-MIDG2331_RS01305,rna-MIDG2331_RS01300,rrf_2,281330,286494,rna-MIDG2331_RS01300;rna-MIDG2331_RS01305;rna-MIDG2331_RS01310;rrf_2
NZ_LN908249.1,tRNAscan-SE,tRNA,283024,283099,.,+,.,ID=rna-MIDG2331_RS01305;product='tRNA',rna-MIDG2331_RS01305,'tRNA',283024,283099,76,130,4,2,internal,rna-MIDG2331_RS01300,rna-MIDG2331_RS01310,rna-MIDG2331_RS01300,rrf_2,281330,286494,rna-MIDG2331_RS01300;rna-MIDG2331_RS01305;rna-MIDG2331_RS01310;rrf_2
NZ_LN908249.1,cmsearch,rRNA,283318,286219,.,+,.,ID=rna-MIDG2331_RS01310;product='rRNA',rna-MIDG2331_RS01310,'rRNA',283318,286219,2902,130,4,3,internal,rna-MIDG2331_RS01305,rrf_2,rna-MIDG2331_RS01300,rrf_2,281330,286494,rna-MIDG2331_RS01300;rna-MIDG2331_RS01305;rna-MIDG2331_RS01310;rrf_2
NZ_LN908249.1,cmsearch,rRNA,286379,286494,.,+,.,ID=rrf_2;product='rRNA',rrf_2,'rRNA',286379,286494,116,130,4,4,last,rna-MIDG2331_RS01310,,rna-MIDG2331_RS01300,rrf_2,281330,286494,rna-MIDG2331_RS01300;rna-MIDG2331_RS01305;rna-MIDG2331_RS01310;rrf_2
NZ_LN908249.1,Protein Homology,CDS,286852,288306,.,-,0,ID=cds-WP_039708949.1;product=Cytosol_non-specific_dipeptidase,cds-WP_039708949.1,Cytosol non-specific dipeptidase,286852,288306,1455,131,1,1,single,,,cds-WP_039708949.1,cds-WP_039708949.1,286852,288306,cds-WP_039708949.1
NZ_LN908249.1,Protein Homology,CDS,288479,288952,.,+,0,ID=gpt;product=Xanthine_phosphoribosyltransferase,gpt,Xanthine phosphoribosyltransferase,288479,288952,474,132,2,1,first,,gmk,gpt,gmk,288479,289656,gpt;gmk
NZ_LN908249.1,Protein Homology,CDS,289036,289656,.,+,0,ID=gmk;product=Guanylate_kinase,gmk,Guanylate kinase,289036,289656,621,132,2,2,last,gpt,,gpt,gmk,288479,289656,gpt;gmk
NZ_LN908249.1,Protein Homology,CDS,289758,291152,.,+,0,ID=tdeA;product=Toxin_and_drug_export_protein_A,tdeA,Toxin and drug export protein A,289758,291152,1395,133,1,1,single,,,tdeA,tdeA,289758,291152,tdeA
NZ_LN908249.1,Protein Homology,CDS,291200,291529,.,-,0,ID=cds-WP_012478312.1;product=UPF0125_protein_HD_1828,cds-WP_012478312.1,UPF0125 protein HD 1828,291200,291529,330,134,5,5,last,cds-WP_005596141.1,,modA,cds-WP_012478312.1,291200,294537,modA;modB;modC;cds-WP_005596141.1;cds-WP_012478312.1
NZ_LN908249.1,Protein Homology,CDS,291489,291923,.,-,0,ID=cds-WP_005596141.1;product=Ribosome_association_toxin_RatA,cds-WP_005596141.1,Ribosome association toxin RatA,291489,291923,435,134,5,4,internal,modC,cds-WP_012478312.1,modA,cds-WP_012478312.1,291200,294537,modA;modB;modC;cds-WP_005596141.1;cds-WP_012478312.1
NZ_LN908249.1,Protein Homology,CDS,291971,293026,.,-,0,ID=modC;product=Molybdenum_import_ATP-binding_protein_ModC,modC,Molybdenum import ATP-binding protein ModC,291971,293026,1056,134,5,3,internal,modB,cds-WP_005596141.1,modA,cds-WP_012478312.1,291200,294537,modA;modB;modC;cds-WP_005596141.1;cds-WP_012478312.1
NZ_LN908249.1,Protein Homology,CDS,293030,293719,.,-,0,ID=modB;product=Molybdenum_transport_system_permease_protein_ModB,modB,Molybdenum transport system permease protein ModB,293030,293719,690,134,5,2,internal,modA,modC,modA,cds-WP_012478312.1,291200,294537,modA;modB;modC;cds-WP_005596141.1;cds-WP_012478312.1
NZ_LN908249.1,Protein Homology,CDS,293779,294537,.,-,0,ID=modA;product=Molybdate-binding_periplasmic_protein,modA,Molybdate-binding periplasmic protein,293779,294537,759,134,5,1,first,,modB,modA,cds-WP_012478312.1,291200,294537,modA;modB;modC;cds-WP_005596141.1;cds-WP_012478312.1
NZ_LN908249.1,Protein Homology,CDS,294633,295394,.,-,0,ID=cds-WP_005596149.1;product=Inner_membrane_transport_permease_YadH,cds-WP_005596149.1,Inner membrane transport permease YadH,294633,295394,762,135,4,4,last,cds-WP_005596150.1,,apt,cds-WP_005596149.1,294633,298960,apt;dnaX;cds-WP_005596150.1;cds-WP_005596149.1
NZ_LN908249.1,Protein Homology,CDS,295398,296306,.,-,0,ID=cds-WP_005596150.1;product=Uncharacterized_ABC_transporter_ATP-binding_protein_YadG,cds-WP_005596150.1,Uncharacterized ABC transporter ATP-binding protein YadG,295398,296306,909,135,4,3,internal,dnaX,cds-WP_005596149.1,apt,cds-WP_005596149.1,294633,298960,apt;dnaX;cds-WP_005596150.1;cds-WP_005596149.1
NZ_LN908249.1,Protein Homology,CDS,296306,298372,.,-,0,ID=dnaX;product=DNA_polymerase_III_subunit_tau/gamma,dnaX,DNA polymerase III subunit tau/gamma,296306,298372,2067,135,4,2,internal,apt,cds-WP_005596150.1,apt,cds-WP_005596149.1,294633,298960,apt;dnaX;cds-WP_005596150.1;cds-WP_005596149.1
NZ_LN908249.1,Protein Homology,CDS,298421,298960,.,-,0,ID=apt;product=Adenine_phosphoribosyltransferase,apt,Adenine phosphoribosyltransferase,298421,298960,540,135,4,1,first,,dnaX,apt,cds-WP_005596149.1,294633,298960,apt;dnaX;cds-WP_005596150.1;cds-WP_005596149.1
NZ_LN908249.1,Protein Homology,CDS,299161,299793,.,+,0,ID=cds-WP_005596157.1;product=Uncharacterized_protein_HI_0575,cds-WP_005596157.1,Uncharacterized protein HI 0575,299161,299793,633,136,4,1,first,,cds-WP_039708951.1,cds-WP_005596157.1,cds-WP_005596163.1,299161,301766,cds-WP_005596157.1;cds-WP_039708951.1;cds-WP_005603522.1;cds-WP_005596163.1
NZ_LN908249.1,Protein Homology,CDS,299793,300155,.,+,0,ID=cds-WP_039708951.1;product=Putative_aminoacrylate_peracid_reductase_RutC,cds-WP_039708951.1,Putative aminoacrylate peracid reductase RutC,299793,300155,363,136,4,2,internal,cds-WP_005596157.1,cds-WP_005603522.1,cds-WP_005596157.1,cds-WP_005596163.1,299161,301766,cds-WP_005596157.1;cds-WP_039708951.1;cds-WP_005603522.1;cds-WP_005596163.1
NZ_LN908249.1,Protein Homology,CDS,300166,301260,.,+,0,ID=cds-WP_005603522.1;product=Threonine_synthase,cds-WP_005603522.1,Threonine synthase,300166,301260,1095,136,4,3,internal,cds-WP_039708951.1,cds-WP_005596163.1,cds-WP_005596157.1,cds-WP_005596163.1,299161,301766,cds-WP_005596157.1;cds-WP_039708951.1;cds-WP_005603522.1;cds-WP_005596163.1
NZ_LN908249.1,Protein Homology,CDS,301275,301766,.,+,0,ID=cds-WP_005596163.1;product=Uncharacterized_protein_YeaK,cds-WP_005596163.1,Uncharacterized protein YeaK,301275,301766,492,136,4,4,last,cds-WP_005603522.1,,cds-WP_005596157.1,cds-WP_005596163.1,299161,301766,cds-WP_005596157.1;cds-WP_039708951.1;cds-WP_005603522.1;cds-WP_005596163.1
NZ_LN908249.1,Protein Homology,CDS,301877,302632,.,-,0,ID=cds-WP_005596165.1;product=Probable_iron_transport_system_ATP-binding_protein_HI_0361,cds-WP_005596165.1,Probable iron transport system ATP-binding protein HI 0361,301877,302632,756,137,2,2,last,cds-WP_005596167.1,,cds-WP_005596167.1,cds-WP_005596165.1,301877,303530,cds-WP_005596167.1;cds-WP_005596165.1
NZ_LN908249.1,Protein Homology,CDS,302634,303530,.,-,0,ID=cds-WP_005596167.1;product=Putative_metal_ABC_transporter_substrate-binding_protein_Hpf,cds-WP_005596167.1,Putative metal ABC transporter substrate-binding protein Hpf,302634,303530,897,137,2,1,first,,cds-WP_005596165.1,cds-WP_005596167.1,cds-WP_005596165.1,301877,303530,cds-WP_005596167.1;cds-WP_005596165.1
NZ_LN908249.1,Protein Homology,CDS,303597,303932,.,-,0,ID=cds-WP_012478314.1;product=Sulfurtransferase_TusE,cds-WP_012478314.1,Sulfurtransferase TusE,303597,303932,336,138,2,2,last,cds-WP_005606991.1,,cds-WP_005606991.1,cds-WP_012478314.1,303597,304649,cds-WP_005606991.1;cds-WP_012478314.1
NZ_LN908249.1,Protein Homology,CDS,303984,304649,.,-,0,ID=cds-WP_005606991.1;product=Inner_membrane_protein_YccA,cds-WP_005606991.1,Inner membrane protein YccA,303984,304649,666,138,2,1,first,,cds-WP_012478314.1,cds-WP_005606991.1,cds-WP_012478314.1,303597,304649,cds-WP_005606991.1;cds-WP_012478314.1
NZ_LN908249.1,Protein Homology,CDS,304831,305382,.,+,0,ID=pgsA;product=CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,304831,305382,552,139,1,1,single,,,pgsA,pgsA,304831,305382,pgsA
NZ_LN908249.1,Protein Homology,CDS,305502,307472,.,+,0,ID=cds-WP_005596175.1;product='hypothetical protein',cds-WP_005596175.1,'hypothetical protein',305502,307472,1971,140,1,1,single,,,cds-WP_005596175.1,cds-WP_005596175.1,305502,307472,cds-WP_005596175.1
NZ_LN908249.1,Protein Homology,CDS,307625,309457,.,+,0,ID=uvrC;product=UvrABC_system_protein_C,uvrC,UvrABC system protein C,307625,309457,1833,141,2,1,first,,cds-WP_039708952.1,uvrC,cds-WP_039708952.1,307625,310278,uvrC;cds-WP_039708952.1
NZ_LN908249.1,Protein Homology,CDS,309526,310278,.,+,0,ID=cds-WP_039708952.1;product=Uncharacterized_metal-dependent_hydrolase_HI_1664,cds-WP_039708952.1,Uncharacterized metal-dependent hydrolase HI 1664,309526,310278,753,141,2,2,last,uvrC,,uvrC,cds-WP_039708952.1,307625,310278,uvrC;cds-WP_039708952.1
NZ_LN908249.1,Protein Homology,CDS,310415,312433,.,-,0,ID=rep;product=ATP-dependent_DNA_helicase_Rep,rep,ATP-dependent DNA helicase Rep,310415,312433,2019,142,1,1,single,,,rep,rep,310415,312433,rep
NZ_LN908249.1,Protein Homology,CDS,312767,313882,.,+,0,ID=potA;product=Spermidine/putrescine_import_ATP-binding_protein_PotA,potA,Spermidine/putrescine import ATP-binding protein PotA,312767,313882,1116,143,3,1,first,,potB,potA,potC,312767,315502,potA;potB;potC
NZ_LN908249.1,Protein Homology,CDS,313869,314735,.,+,0,ID=potB;product=Spermidine/putrescine_transport_system_permease_protein_PotB,potB,Spermidine/putrescine transport system permease protein PotB,313869,314735,867,143,3,2,internal,potA,potC,potA,potC,312767,315502,potA;potB;potC
NZ_LN908249.1,Protein Homology,CDS,314735,315502,.,+,0,ID=potC;product=Spermidine/putrescine_transport_system_permease_protein_PotC,potC,Spermidine/putrescine transport system permease protein PotC,314735,315502,768,143,3,3,last,potB,,potA,potC,312767,315502,potA;potB;potC
NZ_LN908249.1,Protein Homology,CDS,315639,316244,.,+,0,ID=ruvA;product=Holliday_junction_ATP-dependent_DNA_helicase_RuvA,ruvA,Holliday junction ATP-dependent DNA helicase RuvA,315639,316244,606,144,2,1,first,,ruvB,ruvA,ruvB,315639,317267,ruvA;ruvB
NZ_LN908249.1,Protein Homology,CDS,316263,317267,.,+,0,ID=ruvB;product=Holliday_junction_ATP-dependent_DNA_helicase_RuvB,ruvB,Holliday junction ATP-dependent DNA helicase RuvB,316263,317267,1005,144,2,2,last,ruvA,,ruvA,ruvB,315639,317267,ruvA;ruvB
NZ_LN908249.1,Protein Homology,CDS,317324,318028,.,-,0,ID=ubiG;product=Ubiquinone_biosynthesis_O-methyltransferase,ubiG,Ubiquinone biosynthesis O-methyltransferase,317324,318028,705,145,1,1,single,,,ubiG,ubiG,317324,318028,ubiG
NZ_LN908249.1,Protein Homology,CDS,318208,320898,.,+,0,ID=gyrA;product=DNA_gyrase_subunit_A,gyrA,DNA gyrase subunit A,318208,320898,2691,146,3,1,first,,cds-WP_039708957.1,gyrA,cds-WP_039708958.1,318208,323542,gyrA;cds-WP_039708957.1;cds-WP_039708958.1
NZ_LN908249.1,Protein Homology,CDS,320994,322544,.,+,0,ID=cds-WP_039708957.1;product=Type_I_restriction_enzyme_EcoprrI_M_protein,cds-WP_039708957.1,Type I restriction enzyme EcoprrI M protein,320994,322544,1551,146,3,2,internal,gyrA,cds-WP_039708958.1,gyrA,cds-WP_039708958.1,318208,323542,gyrA;cds-WP_039708957.1;cds-WP_039708958.1
NZ_LN908249.1,Protein Homology,CDS,322541,323542,.,+,0,ID=cds-WP_039708958.1;product='hypothetical protein',cds-WP_039708958.1,'hypothetical protein',322541,323542,1002,146,3,3,last,cds-WP_039708957.1,,gyrA,cds-WP_039708958.1,318208,323542,gyrA;cds-WP_039708957.1;cds-WP_039708958.1
NZ_LN908249.1,Protein Homology,CDS,323884,324795,.,+,0,ID=cds-WP_039708959.1;product='hypothetical protein',cds-WP_039708959.1,'hypothetical protein',323884,324795,912,147,1,1,single,,,cds-WP_039708959.1,cds-WP_039708959.1,323884,324795,cds-WP_039708959.1
NZ_LN908249.1,Protein Homology,CDS,324963,326177,.,+,0,ID=cds-WP_039755220.1;product=Type-1_restriction_enzyme_EcoprrI_specificity_protein,cds-WP_039755220.1,Type-1 restriction enzyme EcoprrI specificity protein,324963,326177,1215,148,2,1,first,,cds-WP_039708960.1,cds-WP_039755220.1,cds-WP_039708960.1,324963,327503,cds-WP_039755220.1;cds-WP_039708960.1
NZ_LN908249.1,Protein Homology,CDS,326187,327503,.,+,0,ID=cds-WP_039708960.1;product=Anticodon_nuclease,cds-WP_039708960.1,Anticodon nuclease,326187,327503,1317,148,2,2,last,cds-WP_039755220.1,,cds-WP_039755220.1,cds-WP_039708960.1,324963,327503,cds-WP_039755220.1;cds-WP_039708960.1
NZ_LN908249.1,Protein Homology,CDS,327676,330804,.,+,0,ID=cds-WP_039708961.1;product=Type_I_restriction_enzyme_EcoR124II_R_protein,cds-WP_039708961.1,Type I restriction enzyme EcoR124II R protein,327676,330804,3129,149,3,1,first,,cds-WP_039708962.1,cds-WP_039708961.1,tcdA,327676,333530,cds-WP_039708961.1;cds-WP_039708962.1;tcdA
NZ_LN908249.1,Protein Homology,CDS,330823,332766,.,+,0,ID=cds-WP_039708962.1;product=ABC_transporter_ATP-binding_protein_uup-1,cds-WP_039708962.1,ABC transporter ATP-binding protein uup-1,330823,332766,1944,149,3,2,internal,cds-WP_039708961.1,tcdA,cds-WP_039708961.1,tcdA,327676,333530,cds-WP_039708961.1;cds-WP_039708962.1;tcdA
NZ_LN908249.1,Protein Homology,CDS,332766,333530,.,+,0,ID=tcdA;product=tRNA_threonylcarbamoyladenosine_dehydratase,tcdA,tRNA threonylcarbamoyladenosine dehydratase,332766,333530,765,149,3,3,last,cds-WP_039708962.1,,cds-WP_039708961.1,tcdA,327676,333530,cds-WP_039708961.1;cds-WP_039708962.1;tcdA
NZ_LN908249.1,Protein Homology,CDS,333609,333941,.,-,0,ID=cds-WP_039708964.1;product=Uncharacterized_protein_HI_0310,cds-WP_039708964.1,Uncharacterized protein HI 0310,333609,333941,333,150,1,1,single,,,cds-WP_039708964.1,cds-WP_039708964.1,333609,333941,cds-WP_039708964.1
NZ_LN908249.1,Protein Homology,CDS,334398,335948,.,+,0,ID=cds-WP_005600398.1;product=Probable_cytochrome_oxidase_subunit_1,cds-WP_005600398.1,Probable cytochrome oxidase subunit 1,334398,335948,1551,151,4,1,first,,cydB,cds-WP_005600398.1,ybgE,334398,337523,cds-WP_005600398.1;cydB;cds-WP_005619000.1;ybgE
NZ_LN908249.1,Protein Homology,CDS,335962,337098,.,+,0,ID=cydB;product=Probable_cytochrome_oxidase_subunit_2,cydB,Probable cytochrome oxidase subunit 2,335962,337098,1137,151,4,2,internal,cds-WP_005600398.1,cds-WP_005619000.1,cds-WP_005600398.1,ybgE,334398,337523,cds-WP_005600398.1;cydB;cds-WP_005619000.1;ybgE
NZ_LN908249.1,Protein Homology,CDS,337111,337209,.,+,0,ID=cds-WP_005619000.1;product='hypothetical protein',cds-WP_005619000.1,'hypothetical protein',337111,337209,99,151,4,3,internal,cydB,ybgE,cds-WP_005600398.1,ybgE,334398,337523,cds-WP_005600398.1;cydB;cds-WP_005619000.1;ybgE
NZ_LN908249.1,Protein Homology,CDS,337221,337523,.,+,0,ID=ybgE;product='hypothetical protein',ybgE,'hypothetical protein',337221,337523,303,151,4,4,last,cds-WP_005619000.1,,cds-WP_005600398.1,ybgE,334398,337523,cds-WP_005600398.1;cydB;cds-WP_005619000.1;ybgE
NZ_LN908249.1,Protein Homology,CDS,337666,338055,.,+,0,ID=ybgC;product=Acyl-CoA_thioesterase_YbgC,ybgC,Acyl-CoA thioesterase YbgC,337666,338055,390,152,6,1,first,,tolQ,ybgC,pal,337666,342479,ybgC;tolQ;tolR;tolA;tolB;pal
NZ_LN908249.1,Protein Homology,CDS,338090,338770,.,+,0,ID=tolQ;product=Protein_TolQ,tolQ,Protein TolQ,338090,338770,681,152,6,2,internal,ybgC,tolR,ybgC,pal,337666,342479,ybgC;tolQ;tolR;tolA;tolB;pal
NZ_LN908249.1,Protein Homology,CDS,338849,339289,.,+,0,ID=tolR;product=Protein_TolR,tolR,Protein TolR,338849,339289,441,152,6,3,internal,tolQ,tolA,ybgC,pal,337666,342479,ybgC;tolQ;tolR;tolA;tolB;pal
NZ_LN908249.1,Protein Homology,CDS,339305,340696,.,+,0,ID=tolA;product=Protein_TolA,tolA,Protein TolA,339305,340696,1392,152,6,4,internal,tolR,tolB,ybgC,pal,337666,342479,ybgC;tolQ;tolR;tolA;tolB;pal
NZ_LN908249.1,Protein Homology,CDS,340714,341994,.,+,0,ID=tolB;product=Protein_TolB,tolB,Protein TolB,340714,341994,1281,152,6,5,internal,tolA,pal,ybgC,pal,337666,342479,ybgC;tolQ;tolR;tolA;tolB;pal
NZ_LN908249.1,Protein Homology,CDS,342021,342479,.,+,0,ID=pal;product=Outer_membrane_protein_P6,pal,Outer membrane protein P6,342021,342479,459,152,6,6,last,tolB,,ybgC,pal,337666,342479,ybgC;tolQ;tolR;tolA;tolB;pal
NZ_LN908249.1,Protein Homology,CDS,342575,343462,.,+,0,ID=cds-WP_039709635.1;product=Solute_carrier_family_35_member_G1,cds-WP_039709635.1,Solute carrier family 35 member G1,342575,343462,888,153,1,1,single,,,cds-WP_039709635.1,cds-WP_039709635.1,342575,343462,cds-WP_039709635.1
NZ_LN908249.1,Protein Homology,CDS,343542,344402,.,+,0,ID=djlA;product=Co-chaperone_protein_DjlA,djlA,Co-chaperone protein DjlA,343542,344402,861,154,1,1,single,,,djlA,djlA,343542,344402,djlA
NZ_LN908249.1,Protein Homology,CDS,344487,345449,.,+,0,ID=dusC;product=tRNA-dihydrouridine(16)_synthase,dusC,tRNA-dihydrouridine(16) synthase,344487,345449,963,155,2,1,first,,cds-WP_039708970.1,dusC,cds-WP_039708970.1,344487,346547,dusC;cds-WP_039708970.1
NZ_LN908249.1,Protein Homology,CDS,345501,346547,.,+,0,ID=cds-WP_039708970.1;product=UPF0283_membrane_protein_HAPS_0079,cds-WP_039708970.1,UPF0283 membrane protein HAPS 0079,345501,346547,1047,155,2,2,last,dusC,,dusC,cds-WP_039708970.1,344487,346547,dusC;cds-WP_039708970.1
NZ_LN908249.1,Protein Homology,CDS,346735,348651,.,-,0,ID=cds-WP_039708971.1;product=Uncharacterized_ABC_transporter_ATP-binding_protein_HI_0658,cds-WP_039708971.1,Uncharacterized ABC transporter ATP-binding protein HI 0658,346735,348651,1917,156,1,1,single,,,cds-WP_039708971.1,cds-WP_039708971.1,346735,348651,cds-WP_039708971.1
NZ_LN908249.1,Protein Homology,CDS,348812,349054,.,+,0,ID=cds-WP_017357736.1;product='hypothetical protein',cds-WP_017357736.1,'hypothetical protein',348812,349054,243,157,2,1,first,,cds-WP_256734105.1,cds-WP_017357736.1,cds-WP_256734105.1,348812,349176,cds-WP_017357736.1;cds-WP_256734105.1
NZ_LN908249.1,Protein Homology,CDS,349054,349176,.,+,0,ID=cds-WP_256734105.1;product='hypothetical protein',cds-WP_256734105.1,'hypothetical protein',349054,349176,123,157,2,2,last,cds-WP_017357736.1,,cds-WP_017357736.1,cds-WP_256734105.1,348812,349176,cds-WP_017357736.1;cds-WP_256734105.1
NZ_LN908249.1,Protein Homology,CDS,349242,350483,.,+,0,ID=moeA;product=Molybdopterin_molybdenumtransferase,moeA,Molybdopterin molybdenumtransferase,349242,350483,1242,158,2,1,first,,moeB,moeA,moeB,349242,351239,moeA;moeB
NZ_LN908249.1,Protein Homology,CDS,350493,351239,.,+,0,ID=moeB;product=Molybdopterin-synthase_adenylyltransferase,moeB,Molybdopterin-synthase adenylyltransferase,350493,351239,747,158,2,2,last,moeA,,moeA,moeB,349242,351239,moeA;moeB
NZ_LN908249.1,tRNAscan-SE,tRNA,351332,351407,.,+,.,ID=rna-MIDG2331_RS01615;product='tRNA',rna-MIDG2331_RS01615,'tRNA',351332,351407,76,159,1,1,single,,,rna-MIDG2331_RS01615,rna-MIDG2331_RS01615,351332,351407,rna-MIDG2331_RS01615
NZ_LN908249.1,Protein Homology,CDS,351636,352964,.,-,0,ID=rlmD;product=23S_rRNA_(uracil(1939)-C(5))-methyltransferase_RlmD,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,351636,352964,1329,160,1,1,single,,,rlmD,rlmD,351636,352964,rlmD
NZ_LN908249.1,Protein Homology,CDS,353022,354347,.,+,0,ID=cds-WP_039708973.1;product=Deoxyguanosinetriphosphate_triphosphohydrolase-like_protein,cds-WP_039708973.1,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,353022,354347,1326,161,1,1,single,,,cds-WP_039708973.1,cds-WP_039708973.1,353022,354347,cds-WP_039708973.1
NZ_LN908249.1,Protein Homology,CDS,354519,357428,.,+,0,ID=rapA;product=RNA_polymerase-associated_protein_RapA,rapA,RNA polymerase-associated protein RapA,354519,357428,2910,162,2,1,first,,rluA,rapA,rluA,354519,358212,rapA;rluA
NZ_LN908249.1,Protein Homology,CDS,357544,358212,.,+,0,ID=rluA;product=Ribosomal_large_subunit_pseudouridine_synthase_A,rluA,Ribosomal large subunit pseudouridine synthase A,357544,358212,669,162,2,2,last,rapA,,rapA,rluA,354519,358212,rapA;rluA
NZ_LN908249.1,Protein Homology,CDS,358408,358956,.,-,0,ID=ampD;product=16-anhydro-N-acetylmuramyl-L-alanine_amidase_AmpD,ampD,16-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,358408,358956,549,163,1,1,single,,,ampD,ampD,358408,358956,ampD
NZ_LN908249.1,Protein Homology,CDS,359077,359919,.,+,0,ID=cds-WP_005596243.1;product=Ribosomal_RNA_large_subunit_methyltransferase_J,cds-WP_005596243.1,Ribosomal RNA large subunit methyltransferase J,359077,359919,843,164,1,1,single,,,cds-WP_005596243.1,cds-WP_005596243.1,359077,359919,cds-WP_005596243.1
NZ_LN908249.1,Protein Homology,CDS,360005,360646,.,+,0,ID=pyrE;product=Orotate_phosphoribosyltransferase,pyrE,Orotate phosphoribosyltransferase,360005,360646,642,165,2,1,first,,cds-WP_005596247.1,pyrE,cds-WP_005596247.1,360005,361873,pyrE;cds-WP_005596247.1
NZ_LN908249.1,Protein Homology,CDS,360785,361873,.,+,0,ID=cds-WP_005596247.1;product=Uncharacterized_protein_YxjG,cds-WP_005596247.1,Uncharacterized protein YxjG,360785,361873,1089,165,2,2,last,pyrE,,pyrE,cds-WP_005596247.1,360005,361873,pyrE;cds-WP_005596247.1
NZ_LN908249.1,Protein Homology,CDS,361950,363140,.,-,0,ID=metC;product=Cystathionine_beta-lyase,metC,Cystathionine beta-lyase,361950,363140,1191,166,1,1,single,,,metC,metC,361950,363140,metC
NZ_LN908249.1,Protein Homology,CDS,363217,363756,.,-,0,ID=dsbB;product=Disulfide_bond_formation_protein_B,dsbB,Disulfide bond formation protein B,363217,363756,540,167,2,2,last,nhaB,,nhaB,dsbB,363217,365393,nhaB;dsbB
NZ_LN908249.1,Protein Homology,CDS,363852,365393,.,-,0,ID=nhaB;product=Na(+)/H(+)_antiporter_NhaB,nhaB,Na(+)/H(+) antiporter NhaB,363852,365393,1542,167,2,1,first,,dsbB,nhaB,dsbB,363217,365393,nhaB;dsbB
