operon_id,operonmapper_id,feature_type,COG,pos_left,pos_right,strand,function_text,operon_member_left,operon_member_right,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
204,cds-WP_039708996.1,CDS,COG0108,442687,443892,+,"[H] 3,4-dihydroxy-2-butanone 4-phosphate synthase   ",442687,443892,4,3,internal,ribE,ribH,ribD,ribH,440762,444464,ribD;ribE;cds-WP_039708996.1;ribH
204,ribH,CDS,COG0054,444003,444464,+,[H] Riboflavin synthase beta-chain   ,444003,444464,4,4,last,cds-WP_039708996.1,,ribD,ribH,440762,444464,ribD;ribE;cds-WP_039708996.1;ribH
205,cds-WP_005596397.1,CDS,COG0794,445053,445988,-,[M] Predicted sugar phosphate isomerase involved in,445053,445988,2,1,first,,greB,cds-WP_005596397.1,greB,444555,445988,cds-WP_005596397.1;greB
205,greB,CDS,COG0782,444555,445043,-,[K] Transcription elongation factor   ,444555,445043,2,2,last,cds-WP_005596397.1,,cds-WP_005596397.1,greB,444555,445988,cds-WP_005596397.1;greB
206,pepB,CDS,COG0260,446116,447399,-,[E] Leucyl aminopeptidase    ,446116,447399,1,1,single,,,pepB,pepB,446116,447399,pepB
207,cds-WP_005614632.1,CDS,COG2503,447523,448338,-,[R] Predicted secreted acid phosphatase  ,447523,448338,1,1,single,,,cds-WP_005614632.1,cds-WP_005614632.1,447523,448338,cds-WP_005614632.1
208,cds-WP_005596403.1,CDS,COG0385,448511,449449,+,[R] Predicted Na+-dependent transporter   ,448511,449449,1,1,single,,,cds-WP_005596403.1,cds-WP_005596403.1,448511,449449,cds-WP_005596403.1
209,cds-WP_005616831.1,CDS,COG1566,449529,450710,-,[V] Multidrug resistance efflux pump  ,449529,450710,1,1,single,,,cds-WP_005616831.1,cds-WP_005616831.1,449529,450710,cds-WP_005616831.1
210,cds-WP_005600497.1,CDS,COG0561,450807,451622,-,[R] Predicted hydrolases of the HAD superfamily,450807,451622,1,1,single,,,cds-WP_005600497.1,cds-WP_005600497.1,450807,451622,cds-WP_005600497.1
211,leuA,CDS,COG0119,452219,453760,+,[E] Isopropylmalate/homocitrate/citramalate synthases    ,452219,453760,1,1,single,,,leuA,leuA,452219,453760,leuA
212,rpoE,CDS,COG1595,454103,454681,+,"[K] DNA-directed RNA polymerase specialized sigma subunit,",454103,454681,4,1,first,,cds-WP_039708999.1,rpoE,fadD,454103,457680,rpoE;cds-WP_039708999.1;cds-WP_005611567.1;fadD
212,cds-WP_039708999.1,CDS,COG3073,454701,455324,+,[T] Negative regulator of sigma E activity,454701,455324,4,2,internal,rpoE,cds-WP_005611567.1,rpoE,fadD,454103,457680,rpoE;cds-WP_039708999.1;cds-WP_005611567.1;fadD
212,cds-WP_005611567.1,CDS,COG3086,455549,455977,+,[T] Positive regulator of sigma E activity,455549,455977,4,3,internal,cds-WP_039708999.1,fadD,rpoE,fadD,454103,457680,rpoE;cds-WP_039708999.1;cds-WP_005611567.1;fadD
212,fadD,CDS,COG0318,455989,457680,+,[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II ,455989,457680,4,4,last,cds-WP_005611567.1,,rpoE,fadD,454103,457680,rpoE;cds-WP_039708999.1;cds-WP_005611567.1;fadD
213,upp,CDS,COG0035,457747,458373,+,[F] Uracil phosphoribosyltransferase    ,457747,458373,1,1,single,,,upp,upp,457747,458373,upp
214,cds-WP_058230456.1,CDS,COG0760,459415,460365,-,[O] Parvulin-like peptidyl-prolyl isomerase   ,459415,460365,2,1,first,,rsmA,cds-WP_058230456.1,rsmA,458480,460365,cds-WP_058230456.1;rsmA
214,rsmA,CDS,COG0030,458480,459349,-,[J] Dimethyladenosine transferase (rRNA methylation)  ,458480,459349,2,2,last,cds-WP_058230456.1,,cds-WP_058230456.1,rsmA,458480,460365,cds-WP_058230456.1;rsmA
215,hldE,CDS,COG2870,461001,462431,-,"[M] ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase ",461001,462431,2,1,first,,pyrR,hldE,pyrR,460446,462431,hldE;pyrR
215,pyrR,CDS,COG2065,460446,460985,-,[F] Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase ,460446,460985,2,2,last,hldE,,hldE,pyrR,460446,462431,hldE;pyrR
216,der,CDS,COG1160,462545,464065,-,[R] Predicted GTPases    ,462545,464065,1,1,single,,,der,der,462545,464065,der
217,hemA,CDS,COG0373,464223,465533,-,[H] Glutamyl-tRNA reductase    ,464223,465533,1,1,single,,,hemA,hemA,464223,465533,hemA
218,relA,CDS,COG0317,465811,468018,+,[TK] Guanosine polyphosphate pyrophosphohydrolases/synthetases   ,465811,468018,2,1,first,,ispC,relA,ispC,465811,469282,relA;ispC
218,ispC,CDS,COG0743,468092,469282,+,[I] 1-deoxy-D-xylulose 5-phosphate reductoisomerase   ,468092,469282,2,2,last,relA,,relA,ispC,465811,469282,relA;ispC
219,cds-WP_418146766.1,CDS,COG3677,469367,470290,-,[L] Transposase and inactivated derivatives  ,469367,470290,1,1,single,,,cds-WP_418146766.1,cds-WP_418146766.1,469367,470290,cds-WP_418146766.1
220,cds-WP_005619022.1,CDS,COG0020,478399,479112,-,[I] Undecaprenyl pyrophosphate synthase   ,478399,479112,8,1,first,,cds-WP_005596459.1,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,cds-WP_005596459.1,CDS,COG0575,477505,478374,-,[I] CDP-diglyceride synthetase    ,477505,478374,8,2,internal,cds-WP_005619022.1,rseP,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,rseP,CDS,COG0750,476185,477498,-,[M] Predicted membrane-associated Zn-dependent proteases 1 ,476185,477498,8,3,internal,cds-WP_005596459.1,bamA,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,bamA,CDS,COG4775,473742,476123,-,[M] Outer membrane protein/protective antigen OMA87 ,473742,476123,8,4,internal,rseP,cds-WP_039709001.1,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,cds-WP_039709001.1,CDS,COG2825,472820,473626,-,[M] Outer membrane protein   ,472820,473626,8,5,internal,bamA,lpxD,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,lpxD,CDS,COG1044,471795,472820,-,[M] UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase   ,471795,472820,8,6,internal,cds-WP_039709001.1,fabZ,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,fabZ,CDS,COG0764,471262,471726,-,[I] 3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases  ,471262,471726,8,7,internal,lpxD,lpxA,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
220,lpxA,CDS,COG1043,470440,471234,-,[M] Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase  ,470440,471234,8,8,last,fabZ,,cds-WP_005619022.1,lpxA,470440,479112,cds-WP_005619022.1;cds-WP_005596459.1;rseP;bamA;cds-WP_039709001.1;lpxD;fabZ;lpxA
221,cds-WP_005603721.1,CDS,COG0671,480971,481675,-,[I] Membrane-associated phospholipid phosphatase   ,480971,481675,3,1,first,,nagK,cds-WP_005603721.1,gloB,479285,481675,cds-WP_005603721.1;nagK;gloB
221,nagK,CDS,COG1940,480051,480968,-,[KG] Transcriptional regulator/sugar kinase   ,480051,480968,3,2,internal,cds-WP_005603721.1,gloB,cds-WP_005603721.1,gloB,479285,481675,cds-WP_005603721.1;nagK;gloB
221,gloB,CDS,COG0491,479285,479992,-,"[R] Zn-dependent hydrolases, including glyoxylases  ",479285,479992,3,3,last,nagK,,cds-WP_005603721.1,gloB,479285,481675,cds-WP_005603721.1;nagK;gloB
222,yhbY,CDS,COG1534,481767,482084,-,"[J] Predicted RNA-binding protein containing KH domain,",481767,482084,1,1,single,,,yhbY,yhbY,481767,482084,yhbY
223,cds-WP_005596471.1,CDS,COG1216,482206,482964,+,[R] Predicted glycosyltransferases    ,482206,482964,1,1,single,,,cds-WP_005596471.1,cds-WP_005596471.1,482206,482964,cds-WP_005596471.1
224,cds-WP_005596473.1,CDS,COG1686,483027,483848,-,[M] D-alanyl-D-alanine carboxypeptidase    ,483027,483848,1,1,single,,,cds-WP_005596473.1,cds-WP_005596473.1,483027,483848,cds-WP_005596473.1
225,cds-WP_005614646.1,CDS,COG0859,483931,484968,-,[M] ADP-heptose:LPS heptosyltransferase    ,483931,484968,1,1,single,,,cds-WP_005614646.1,cds-WP_005614646.1,483931,484968,cds-WP_005614646.1
226,argG,CDS,COG0137,485212,486543,+,[E] Argininosuccinate synthase    ,485212,486543,1,1,single,,,argG,argG,485212,486543,argG
227,rnhA,CDS,COG0328,486665,487126,+,[L] Ribonuclease HI    ,486665,487126,3,1,first,,cds-WP_005600518.1,rnhA,purF,486665,489317,rnhA;cds-WP_005600518.1;purF
227,cds-WP_005600518.1,CDS,COG1286,487283,487786,+,"[R] Uncharacterized membrane protein, required for colicin",487283,487786,3,2,internal,rnhA,purF,rnhA,purF,486665,489317,rnhA;cds-WP_005600518.1;purF
227,purF,CDS,COG0034,487800,489317,+,[F] Glutamine phosphoribosylpyrophosphate amidotransferase   ,487800,489317,3,3,last,cds-WP_005600518.1,,rnhA,purF,486665,489317,rnhA;cds-WP_005600518.1;purF
228,cds-WP_005596484.1,CDS,NA,489386,489844,-,NA,489386,489844,1,1,single,,,cds-WP_005596484.1,cds-WP_005596484.1,489386,489844,cds-WP_005596484.1
229,gdhA,CDS,COG0334,489940,491280,-,[E] Glutamate dehydrogenase/leucine dehydrogenase   ,489940,491280,1,1,single,,,gdhA,gdhA,489940,491280,gdhA
230,bamE,CDS,COG2913,491584,491928,-,[J] Small protein A (tmRNA-binding)  ,491584,491928,1,1,single,,,bamE,bamE,491584,491928,bamE
231,yejK,CDS,COG3081,491999,493000,-,[R] Nucleoid-associated protein    ,491999,493000,1,1,single,,,yejK,yejK,491999,493000,yejK
232,cds-WP_005596493.1,CDS,COG0251,493093,493482,+,"[J] Putative translation initiation inhibitor, yjgF family",493093,493482,2,1,first,,pgeF,cds-WP_005596493.1,pgeF,493093,494247,cds-WP_005596493.1;pgeF
232,pgeF,CDS,COG1496,493510,494247,+,[S] Uncharacterized conserved protein   ,493510,494247,2,2,last,cds-WP_005596493.1,,cds-WP_005596493.1,pgeF,493093,494247,cds-WP_005596493.1;pgeF
233,rna-MIDG2331_RS02225,tRNA,NA,494345,494421,+,NA,494345,494421,1,1,single,,,rna-MIDG2331_RS02225,rna-MIDG2331_RS02225,494345,494421,rna-MIDG2331_RS02225
234,cds-WP_005613725.1,CDS,COG5645,494467,494697,-,[R] Predicted periplasmic lipoprotein   ,494467,494697,1,1,single,,,cds-WP_005613725.1,cds-WP_005613725.1,494467,494697,cds-WP_005613725.1
235,leuB,CDS,COG0473,494812,495894,+,[CE] Isocitrate/isopropylmalate dehydrogenase    ,494812,495894,1,1,single,,,leuB,leuB,494812,495894,leuB
236,msrB,CDS,COG0229,496018,496413,-,[O] Conserved domain frequently associated with peptide,496018,496413,1,1,single,,,msrB,msrB,496018,496413,msrB
237,gap,CDS,COG0057,496636,497640,+,[G] Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase   ,496636,497640,1,1,single,,,gap,gap,496636,497640,gap
238,cds-WP_005607179.1,CDS,COG1077,497836,498888,+,[D] Actin-like ATPase involved in cell morphogenesis,497836,498888,4,1,first,,mreC,cds-WP_005607179.1,cds-WP_005603748.1,497836,501895,cds-WP_005607179.1;mreC;mreD;cds-WP_005603748.1
238,mreC,CDS,COG1792,499005,500054,+,[M] Cell shape-determining protein   ,499005,500054,4,2,internal,cds-WP_005607179.1,mreD,cds-WP_005607179.1,cds-WP_005603748.1,497836,501895,cds-WP_005607179.1;mreC;mreD;cds-WP_005603748.1
238,mreD,CDS,COG2891,500054,500542,+,[M] Cell shape-determining protein   ,500054,500542,4,3,internal,mreC,cds-WP_005603748.1,cds-WP_005607179.1,cds-WP_005603748.1,497836,501895,cds-WP_005607179.1;mreC;mreD;cds-WP_005603748.1
238,cds-WP_005603748.1,CDS,COG2256,500555,501895,+,[L] ATPase related to the helicase subunit,500555,501895,4,4,last,mreD,,cds-WP_005607179.1,cds-WP_005603748.1,497836,501895,cds-WP_005607179.1;mreC;mreD;cds-WP_005603748.1
239,znuB,CDS,COG1108,501976,502761,+,"[P] ABC-type Mn2+/Zn2+ transport systems, permease components",501976,502761,1,1,single,,,znuB,znuB,501976,502761,znuB
240,cds-WP_039709005.1,CDS,COG0121,502940,503737,+,[R] Predicted glutamine amidotransferase   ,502940,503737,1,1,single,,,cds-WP_039709005.1,cds-WP_039709005.1,502940,503737,cds-WP_039709005.1
241,metX,CDS,COG2021,503817,504893,-,[E] Homoserine acetyltransferase    ,503817,504893,1,1,single,,,metX,metX,503817,504893,metX
242,cds-WP_039709007.1,CDS,COG2949,505185,505874,+,[S] Uncharacterized membrane protein   ,505185,505874,1,1,single,,,cds-WP_039709007.1,cds-WP_039709007.1,505185,505874,cds-WP_039709007.1
243,cds-WP_058230458.1,CDS,COG5295,506121,516629,+,[UW] Autotransporter adhesin    ,506121,516629,1,1,single,,,cds-WP_058230458.1,cds-WP_058230458.1,506121,516629,cds-WP_058230458.1
244,cds-WP_058230459.1,CDS,COG1620,520077,521672,-,[C] L-lactate permease    ,520077,521672,4,1,first,,cds-WP_005596552.1,cds-WP_058230459.1,cds-WP_005611661.1,516939,521672,cds-WP_058230459.1;cds-WP_005596552.1;cds-WP_039709011.1;cds-WP_005611661.1
244,cds-WP_005596552.1,CDS,COG0247,519182,519907,-,[C] Fe-S oxidoreductase    ,519182,519907,4,2,internal,cds-WP_058230459.1,cds-WP_039709011.1,cds-WP_058230459.1,cds-WP_005611661.1,516939,521672,cds-WP_058230459.1;cds-WP_005596552.1;cds-WP_039709011.1;cds-WP_005611661.1
244,cds-WP_039709011.1,CDS,COG1139,517763,519172,-,[C] Uncharacterized conserved protein containing a ferredoxin-like,517763,519172,4,3,internal,cds-WP_005596552.1,cds-WP_005611661.1,cds-WP_058230459.1,cds-WP_005611661.1,516939,521672,cds-WP_058230459.1;cds-WP_005596552.1;cds-WP_039709011.1;cds-WP_005611661.1
244,cds-WP_005611661.1,CDS,COG1556,516939,517637,-,[S] Uncharacterized conserved protein   ,516939,517637,4,4,last,cds-WP_039709011.1,,cds-WP_058230459.1,cds-WP_005611661.1,516939,521672,cds-WP_058230459.1;cds-WP_005596552.1;cds-WP_039709011.1;cds-WP_005611661.1
245,cds-WP_005603801.1,CDS,COG2916,522138,522545,-,[R] DNA-binding protein H-NS   ,522138,522545,1,1,single,,,cds-WP_005603801.1,cds-WP_005603801.1,522138,522545,cds-WP_005603801.1
246,cds-WP_005603803.1,CDS,COG1757,523102,524619,+,[C] Na+/H+ antiporter    ,523102,524619,1,1,single,,,cds-WP_005603803.1,cds-WP_005603803.1,523102,524619,cds-WP_005603803.1
247,cds-WP_005596562.1,CDS,COG1879,524825,525796,+,"[G] ABC-type sugar transport system, periplasmic component",524825,525796,1,1,single,,,cds-WP_005596562.1,cds-WP_005596562.1,524825,525796,cds-WP_005596562.1
248,sucC,CDS,COG0045,526806,527972,-,"[C] Succinyl-CoA synthetase, beta subunit  ",526806,527972,2,1,first,,sucD,sucC,sucD,525931,527972,sucC;sucD
248,sucD,CDS,COG0074,525931,526803,-,"[C] Succinyl-CoA synthetase, alpha subunit  ",525931,526803,2,2,last,sucC,,sucC,sucD,525931,527972,sucC;sucD
249,cds-WP_005600545.1,CDS,COG2990,528116,528982,-,[S] Uncharacterized protein conserved in bacteria ,528116,528982,1,1,single,,,cds-WP_005600545.1,cds-WP_005600545.1,528116,528982,cds-WP_005600545.1
250,sucA,CDS,COG0567,530474,533284,-,"[C] 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component,",530474,533284,2,1,first,,odhB,sucA,odhB,529125,533284,sucA;odhB
250,odhB,CDS,COG0508,529125,530354,-,"[C] Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2)",529125,530354,2,2,last,sucA,,sucA,odhB,529125,533284,sucA;odhB
251,znuC,CDS,COG1121,533527,534327,-,"[P] ABC-type Mn/Zn transport systems, ATPase component",533527,534327,1,1,single,,,znuC,znuC,533527,534327,znuC
252,mepM,CDS,COG0739,534531,536021,+,[M] Membrane proteins related to metalloendopeptidases ,534531,536021,3,1,first,,dsbC,mepM,recJ,534531,538542,mepM;dsbC;recJ
252,dsbC,CDS,COG1651,536040,536735,+,[O] Protein-disulfide isomerase    ,536040,536735,3,2,internal,mepM,recJ,mepM,recJ,534531,538542,mepM;dsbC;recJ
252,recJ,CDS,COG0608,536827,538542,+,[L] Single-stranded DNA-specific exonuclease   ,536827,538542,3,3,last,dsbC,,mepM,recJ,534531,538542,mepM;dsbC;recJ
253,cds-WP_005596583.1,CDS,COG2913,538676,539527,+,[J] Small protein A (tmRNA-binding)  ,538676,539527,1,1,single,,,cds-WP_005596583.1,cds-WP_005596583.1,538676,539527,cds-WP_005596583.1
254,cds-WP_039709015.1,CDS,COG0561,539609,540427,+,[R] Predicted hydrolases of the HAD superfamily,539609,540427,5,1,first,,narQ,cds-WP_039709015.1,cds-WP_005596594.1,539609,543668,cds-WP_039709015.1;narQ;cds-WP_005596590.1;rdgB;cds-WP_005596594.1
254,narQ,CDS,COG3850,540427,542142,+,"[T] Signal transduction histidine kinase, nitrate/nitrite-specific ",540427,542142,5,2,internal,cds-WP_039709015.1,cds-WP_005596590.1,cds-WP_039709015.1,cds-WP_005596594.1,539609,543668,cds-WP_039709015.1;narQ;cds-WP_005596590.1;rdgB;cds-WP_005596594.1
254,cds-WP_005596590.1,CDS,COG1247,542165,542683,+,[M] Sortase and related acyltransferases  ,542165,542683,5,3,internal,narQ,rdgB,cds-WP_039709015.1,cds-WP_005596594.1,539609,543668,cds-WP_039709015.1;narQ;cds-WP_005596590.1;rdgB;cds-WP_005596594.1
254,rdgB,CDS,COG0127,542724,543320,+,[F] Xanthosine triphosphate pyrophosphatase   ,542724,543320,5,4,internal,cds-WP_005596590.1,cds-WP_005596594.1,cds-WP_039709015.1,cds-WP_005596594.1,539609,543668,cds-WP_039709015.1;narQ;cds-WP_005596590.1;rdgB;cds-WP_005596594.1
254,cds-WP_005596594.1,CDS,COG0393,543348,543668,+,[S] Uncharacterized conserved protein   ,543348,543668,5,5,last,rdgB,,cds-WP_039709015.1,cds-WP_005596594.1,539609,543668,cds-WP_039709015.1;narQ;cds-WP_005596590.1;rdgB;cds-WP_005596594.1
255,cds-WP_058230461.1,CDS,COG2759,543774,545444,-,[F] Formyltetrahydrofolate synthetase    ,543774,545444,1,1,single,,,cds-WP_058230461.1,cds-WP_058230461.1,543774,545444,cds-WP_058230461.1
256,cds-WP_005596597.1,CDS,COG2983,545554,546000,+,[S] Uncharacterized conserved protein   ,545554,546000,1,1,single,,,cds-WP_005596597.1,cds-WP_005596597.1,545554,546000,cds-WP_005596597.1
257,cds-WP_039709016.1,CDS,COG4221,546090,546839,+,[R] Short-chain alcohol dehydrogenase of unknown specificity,546090,546839,1,1,single,,,cds-WP_039709016.1,cds-WP_039709016.1,546090,546839,cds-WP_039709016.1
258,trpB,CDS,COG0133,547025,548215,+,[E] Tryptophan synthase beta chain  ,547025,548215,2,1,first,,trpA,trpB,trpA,547025,549026,trpB;trpA
258,trpA,CDS,COG0159,548217,549026,+,[E] Tryptophan synthase alpha chain  ,548217,549026,2,2,last,trpB,,trpB,trpA,547025,549026,trpB;trpA
259,cds-WP_005596601.1,CDS,ROG7930,549103,549396,-,NA,549103,549396,1,1,single,,,cds-WP_005596601.1,cds-WP_005596601.1,549103,549396,cds-WP_005596601.1
260,polA,CDS,COG0749,549870,552743,+,[L] DNA polymerase I - 3'-5' exonuclease,549870,552743,1,1,single,,,polA,polA,549870,552743,polA
261,lolA,CDS,COG2834,552901,553542,+,[M] Outer membrane lipoprotein-sorting protein  ,552901,553542,1,1,single,,,lolA,lolA,552901,553542,lolA
262,trpR,CDS,COG2973,553617,553925,+,[K] Trp operon repressor   ,553617,553925,2,1,first,,mtgA,trpR,mtgA,553617,554715,trpR;mtgA
262,mtgA,CDS,COG0744,553954,554715,+,[M] Membrane carboxypeptidase (penicillin-binding protein)  ,553954,554715,2,2,last,trpR,,trpR,mtgA,553617,554715,trpR;mtgA
263,cds-WP_005600584.1,CDS,ROG0023,557901,558113,-,NA,557901,558113,6,1,first,,cds-WP_005600583.1,cds-WP_005600584.1,cds-WP_005596608.1,554785,558113,cds-WP_005600584.1;cds-WP_005600583.1;cds-WP_306173045.1;cds-WP_256734107.1;cds-WP_039709021.1;cds-WP_005596608.1
263,cds-WP_005600583.1,CDS,COG1252,556513,557856,-,"[C] NADH dehydrogenase, FAD-containing subunit  ",556513,557856,6,2,internal,cds-WP_005600584.1,cds-WP_306173045.1,cds-WP_005600584.1,cds-WP_005596608.1,554785,558113,cds-WP_005600584.1;cds-WP_005600583.1;cds-WP_306173045.1;cds-WP_256734107.1;cds-WP_039709021.1;cds-WP_005596608.1
263,cds-WP_306173045.1,CDS,NA,556263,556502,-,NA,556263,556502,6,3,internal,cds-WP_005600583.1,cds-WP_256734107.1,cds-WP_005600584.1,cds-WP_005596608.1,554785,558113,cds-WP_005600584.1;cds-WP_005600583.1;cds-WP_306173045.1;cds-WP_256734107.1;cds-WP_039709021.1;cds-WP_005596608.1
263,cds-WP_256734107.1,CDS,NA,556166,556315,-,NA,556166,556315,6,4,internal,cds-WP_306173045.1,cds-WP_039709021.1,cds-WP_005600584.1,cds-WP_005596608.1,554785,558113,cds-WP_005600584.1;cds-WP_005600583.1;cds-WP_306173045.1;cds-WP_256734107.1;cds-WP_039709021.1;cds-WP_005596608.1
263,cds-WP_039709021.1,CDS,COG1275,555147,556151,-,[P] Tellurite resistance protein and related permeases,555147,556151,6,5,internal,cds-WP_256734107.1,cds-WP_005596608.1,cds-WP_005600584.1,cds-WP_005596608.1,554785,558113,cds-WP_005600584.1;cds-WP_005600583.1;cds-WP_306173045.1;cds-WP_256734107.1;cds-WP_039709021.1;cds-WP_005596608.1
263,cds-WP_005596608.1,CDS,COG0599,554785,555120,-,[S] Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit,554785,555120,6,6,last,cds-WP_039709021.1,,cds-WP_005600584.1,cds-WP_005596608.1,554785,558113,cds-WP_005600584.1;cds-WP_005600583.1;cds-WP_306173045.1;cds-WP_256734107.1;cds-WP_039709021.1;cds-WP_005596608.1
264,cds-WP_039709022.1,CDS,COG0640,558268,558555,+,[K] Predicted transcriptional regulators   ,558268,558555,3,1,first,,nfsA,cds-WP_039709022.1,cds-WP_039709023.1,558268,560260,cds-WP_039709022.1;nfsA;cds-WP_039709023.1
264,nfsA,CDS,COG0778,558630,559349,+,[C] Nitroreductase     ,558630,559349,3,2,internal,cds-WP_039709022.1,cds-WP_039709023.1,cds-WP_039709022.1,cds-WP_039709023.1,558268,560260,cds-WP_039709022.1;nfsA;cds-WP_039709023.1
264,cds-WP_039709023.1,CDS,COG0189,559346,560260,+,[HJ] Glutathione synthase/Ribosomal protein S6 modification enzyme,559346,560260,3,3,last,nfsA,,cds-WP_039709022.1,cds-WP_039709023.1,558268,560260,cds-WP_039709022.1;nfsA;cds-WP_039709023.1
265,cds-WP_005607256.1,CDS,COG1434,560295,561053,-,[S] Uncharacterized conserved protein   ,560295,561053,1,1,single,,,cds-WP_005607256.1,cds-WP_005607256.1,560295,561053,cds-WP_005607256.1
266,cds-WP_039709538.1,CDS,COG0281,561370,562638,+,[C] Malic enzyme    ,561370,562638,1,1,single,,,cds-WP_039709538.1,cds-WP_039709538.1,561370,562638,cds-WP_039709538.1
267,rplY,CDS,COG1825,562824,563111,+,[J] Ribosomal protein L25 (general stress protein,562824,563111,1,1,single,,,rplY,rplY,562824,563111,rplY
268,cds-WP_005618850.1,CDS,COG3683,563690,564331,+,"[R] ABC-type uncharacterized transport system, periplasmic component",563690,564331,2,1,first,,cds-WP_005603879.1,cds-WP_005618850.1,cds-WP_005603879.1,563690,565317,cds-WP_005618850.1;cds-WP_005603879.1
268,cds-WP_005603879.1,CDS,COG2215,564322,565317,+,"[R] ABC-type uncharacterized transport system, permease component",564322,565317,2,2,last,cds-WP_005618850.1,,cds-WP_005618850.1,cds-WP_005603879.1,563690,565317,cds-WP_005618850.1;cds-WP_005603879.1
269,cds-WP_005607342.1,CDS,COG1115,565417,566865,+,[E] Na+/alanine symporter    ,565417,566865,1,1,single,,,cds-WP_005607342.1,cds-WP_005607342.1,565417,566865,cds-WP_005607342.1
270,cds-MIDG2331_RS11735,CDS,COG1127,567256,567986,+,[Q] ABC-type transport system involved in resistance,567256,567986,9,1,first,,cds-WP_039709026.1,cds-MIDG2331_RS11735,thiE,567256,574112,cds-MIDG2331_RS11735;cds-WP_039709026.1;cds-WP_039709027.1;cds-MIDG2331_RS11610;thiH;tenA;cds-MIDG2331_RS02560;thiD;thiE
270,cds-WP_039709026.1,CDS,COG0600,567979,568728,+,"[P] ABC-type nitrate/sulfonate/bicarbonate transport system, permease component",567979,568728,9,2,internal,cds-MIDG2331_RS11735,cds-WP_039709027.1,cds-MIDG2331_RS11735,thiE,567256,574112,cds-MIDG2331_RS11735;cds-WP_039709026.1;cds-WP_039709027.1;cds-MIDG2331_RS11610;thiH;tenA;cds-MIDG2331_RS02560;thiD;thiE
270,cds-WP_039709027.1,CDS,COG0476,568772,569473,+,[H] Dinucleotide-utilizing enzymes involved in molybdopterin and,568772,569473,9,3,internal,cds-WP_039709026.1,cds-MIDG2331_RS11610,cds-MIDG2331_RS11735,thiE,567256,574112,cds-MIDG2331_RS11735;cds-WP_039709026.1;cds-WP_039709027.1;cds-MIDG2331_RS11610;thiH;tenA;cds-MIDG2331_RS02560;thiD;thiE
270,cds-MIDG2331_RS11610,CDS,COG2022,569497,570262,+,[H] Uncharacterized enzyme of thiazole biosynthesis ,569497,570262,9,4,internal,cds-WP_039709027.1,thiH,cds-MIDG2331_RS11735,thiE,567256,574112,cds-MIDG2331_RS11735;cds-WP_039709026.1;cds-WP_039709027.1;cds-MIDG2331_RS11610;thiH;tenA;cds-MIDG2331_RS02560;thiD;thiE
270,thiH,CDS,COG1060,570272,571417,+,[HR] Thiamine biosynthesis enzyme ThiH and related,570272,571417,9,5,internal,cds-MIDG2331_RS11610,tenA,cds-MIDG2331_RS11735,thiE,567256,574112,cds-MIDG2331_RS11735;cds-WP_039709026.1;cds-WP_039709027.1;cds-MIDG2331_RS11610;thiH;tenA;cds-MIDG2331_RS02560;thiD;thiE
270,tenA,CDS,COG0819,571423,572094,+,[K] Putative transcription activator   ,571423,572094,9,6,internal,thiH,cds-MIDG2331_RS02560,cds-MIDG2331_RS11735,thiE,567256,574112,cds-MIDG2331_RS11735;cds-WP_039709026.1;cds-WP_039709027.1;cds-MIDG2331_RS11610;thiH;tenA;cds-MIDG2331_RS02560;thiD;thiE
