reference_locus,gene,annotation,strand,gene_start,gene_end,translation_start,condition,TSS_coord,score_numeric,tss_source,tss_feature,tss_attribute,upstream_distance
MIDG2331_RS04690,iscU,Fe-S cluster assembly scaffold IscU,-,1039184,1039567,1039567,WT_plate,1041477,906.76,vertis,TSS,LN908249_1041477_906.760_-_2.07535108856135,1910
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_broth,1237522,103.541,vertis,TSS,LN908249_1237522_103.541_-_1.8709204274179,790
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1237522,98.115,vertis,TSS,LN908249_1237522_98.115_-_1.17269571150712,790
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1237842,10.902,vertis,TSS,LN908249_1237842_10.902_-_1.85627821223059,1110
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1237998,30.14,vertis,TSS,LN908249_1237998_30.140_-_1.82852283319445,1266
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1238147,14.749,vertis,TSS,LN908249_1238147_14.749_-_0.0512760002451054,1415
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1238396,14.108,vertis,TSS,LN908249_1238396_14.108_-_0.228198867701574,1664
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1238431,12.184,vertis,TSS,LN908249_1238431_12.184_-_1.77544400897751,1699
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1238464,11.543,vertis,TSS,LN908249_1238464_11.543_-_0.540170758495238,1732
MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1235731,1236732,1236732,WT_plate,1238720,14.749,vertis,TSS,LN908249_1238720_14.749_-_0.429818030487267,1988
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_broth,1272355,14.396,vertis,TSS,LN908249_1272355_14.396_-_0.00431569327761609,491
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_broth,1272806,13.289,vertis,TSS,LN908249_1272806_13.289_-_0.200841568130777,942
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_broth,1272823,632.322,vertis,TSS,LN908249_1272823_632.322_-_1.63677246755881,959
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_plate,1272356,16.032,vertis,TSS,LN908249_1272356_16.032_-_0.702173036883025,492
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_plate,1272404,23.086,vertis,TSS,LN908249_1272404_23.086_-_1.31063011358607,540
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_plate,1272806,10.26,vertis,TSS,LN908249_1272806_10.260_-_0.0987825832582544,942
MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1270821,1271864,1271864,WT_plate,1272823,198.153,vertis,TSS,LN908249_1272823_198.153_-_2.15091705821035,959
MIDG2331_RS05710,nifS,aminotransferase class V-fold PLP-dependent enzyme,-,1275762,1276964,1276964,WT_broth,1277088,16.057,vertis,TSS,LN908249_1277088_16.057_-_2.74691307831771,124
MIDG2331_RS05710,nifS,aminotransferase class V-fold PLP-dependent enzyme,-,1275762,1276964,1276964,WT_broth,1277686,49.279,vertis,TSS,LN908249_1277686_49.279_-_2.42597934133526,722
MIDG2331_RS05710,nifS,aminotransferase class V-fold PLP-dependent enzyme,-,1275762,1276964,1276964,WT_broth,1277983,44.296,vertis,TSS,LN908249_1277983_44.296_-_6.79464387030805,1019
MIDG2331_RS05710,nifS,aminotransferase class V-fold PLP-dependent enzyme,-,1275762,1276964,1276964,WT_plate,1277686,25.01,vertis,TSS,LN908249_1277686_25.010_-_1.75866357863855,722
MIDG2331_RS05710,nifS,aminotransferase class V-fold PLP-dependent enzyme,-,1275762,1276964,1276964,WT_plate,1277983,50.019,vertis,TSS,LN908249_1277983_50.019_-_4.05416160169147,1019
MIDG2331_RS05800,aroE,shikimate dehydrogenase,-,1290799,1291623,1291623,WT_broth,1293152,40.42,vertis,TSS,LN908249_1293152_40.420_-_2.75661069899975,1529
MIDG2331_RS05800,aroE,shikimate dehydrogenase,-,1290799,1291623,1291623,WT_broth,1293420,44.296,vertis,TSS,LN908249_1293420_44.296_-_3.3361987098568,1797
MIDG2331_RS05800,aroE,shikimate dehydrogenase,-,1290799,1291623,1291623,WT_plate,1293152,63.486,vertis,TSS,LN908249_1293152_63.486_-_2.77005036995957,1529
MIDG2331_RS05800,aroE,shikimate dehydrogenase,-,1290799,1291623,1291623,WT_plate,1293420,13.467,vertis,TSS,LN908249_1293420_13.467_-_1.03546322642701,1797
MIDG2331_RS05925,trpE,anthranilate synthase component 1,+,1315237,1316787,1315237,WT_broth,1313938,12.181,vertis,TSS,LN908249_1313938_12.181_+_1.34834328160217,1299
MIDG2331_RS06010,argH,argininosuccinate lyase,-,1331015,1332391,1332391,WT_broth,1332549,57.585,vertis,TSS,LN908249_1332549_57.585_-_2.78187653066824,158
MIDG2331_RS06010,argH,argininosuccinate lyase,-,1331015,1332391,1332391,WT_broth,1333741,18.826,vertis,TSS,LN908249_1333741_18.826_-_0.239350989600645,1350
MIDG2331_RS06010,argH,argininosuccinate lyase,-,1331015,1332391,1332391,WT_broth,1333794,89.145,vertis,TSS,LN908249_1333794_89.145_-_1.34525839984874,1403
MIDG2331_RS06010,argH,argininosuccinate lyase,-,1331015,1332391,1332391,WT_plate,1333740,71.823,vertis,TSS,LN908249_1333740_71.823_-_0.855634003733484,1349
MIDG2331_RS06145,hxpB,hexitol phosphatase HxpB,-,1359047,1359697,1359697,WT_broth,1359727,43.188,vertis,TSS,LN908249_1359727_43.188_-_0.267329996206241,30
MIDG2331_RS06145,hxpB,hexitol phosphatase HxpB,-,1359047,1359697,1359697,WT_plate,1359727,10.902,vertis,TSS,LN908249_1359727_10.902_-_1.99392548559032,30
MIDG2331_RS06220,serB,phosphoserine phosphatase SerB,+,1373141,1374001,1373141,WT_broth,1372086,27.131,vertis,TSS,LN908249_1372086_27.131_+_6.08740966707858,1055
MIDG2331_RS06420,sprT,SprT family zinc-dependent metalloprotease,+,1420648,1421169,1420648,WT_broth,1419839,106.864,vertis,TSS,LN908249_1419839_106.864_+_3.74432850888537,809
MIDG2331_RS06420,sprT,SprT family zinc-dependent metalloprotease,+,1420648,1421169,1420648,WT_plate,1419839,36.553,vertis,TSS,LN908249_1419839_36.553_+_2.66885784987199,809
MIDG2331_RS06780,ptsB,sucrose-specific PTS transporter subunit IIBC,-,1482696,1484117,1484117,WT_broth,1485439,13.289,vertis,TSS,LN908249_1485439_13.289_-_1.88898075022839,1322
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_broth,1504369,194.348,vertis,TSS,LN908249_1504369_194.348_-_0.232142335485058,569
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_plate,1504083,17.314,vertis,TSS,LN908249_1504083_17.314_-_0.625480692872801,283
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_plate,1504093,46.172,vertis,TSS,LN908249_1504093_46.172_-_0.12196754948624,293
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_plate,1504156,30.14,vertis,TSS,LN908249_1504156_30.140_-_0.168047465221388,356
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_plate,1504177,17.314,vertis,TSS,LN908249_1504177_17.314_-_0.282597923514979,377
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_plate,1504283,23.086,vertis,TSS,LN908249_1504283_23.086_-_0.353741112049238,483
MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1500642,1503800,1503800,WT_plate,1504361,231.499,vertis,TSS,LN908249_1504361_231.499_-_0.569201010412655,561
MIDG2331_RS07270,pepN,aminopeptidase N,+,1574641,1577250,1574641,WT_broth,1574592,569.755,vertis,TSS,LN908249_1574592_569.755_+_2.86609774611643,49
MIDG2331_RS07270,pepN,aminopeptidase N,+,1574641,1577250,1574641,WT_plate,1574592,434.142,vertis,TSS,LN908249_1574592_434.142_+_3.86299260897862,49
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_broth,1584535,90.806,vertis,TSS,LN908249_1584535_90.806_+_1.4219279898161,32
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_broth,1583585,63.121,vertis,TSS,LN908249_1583585_63.121_+_2.39978205038659,982
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_broth,1583553,33.222,vertis,TSS,LN908249_1583553_33.222_+_2.38073674407214,1014
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_broth,1582919,66.444,vertis,TSS,LN908249_1582919_66.444_+_1.11390027210665,1648
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_plate,1584535,38.476,vertis,TSS,LN908249_1584535_38.476_+_2.04757071065379,32
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_plate,1583585,66.692,vertis,TSS,LN908249_1583585_66.692_+_3.92851093920646,982
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_plate,1583553,234.065,vertis,TSS,LN908249_1583553_234.065_+_2.64190825070596,1014
MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,1585439,1584567,WT_plate,1582919,32.064,vertis,TSS,LN908249_1582919_32.064_+_3.55028707383025,1648
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_broth,1588431,13.289,vertis,TSS,LN908249_1588431_13.289_-_0.414856572123653,785
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_broth,1589155,96.343,vertis,TSS,LN908249_1589155_96.343_-_0.109358126038584,1509
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_plate,1588002,17.314,vertis,TSS,LN908249_1588002_17.314_-_1.33923821211149,356
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_plate,1588431,16.032,vertis,TSS,LN908249_1588431_16.032_-_0.917797829904472,785
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_plate,1588763,11.543,vertis,TSS,LN908249_1588763_11.543_-_1.31078513373782,1117
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_plate,1588794,80.8,vertis,TSS,LN908249_1588794_80.800_-_0.796039085730158,1148
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_plate,1589111,11.543,vertis,TSS,LN908249_1589111_11.543_-_0.310630113586072,1465
MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1586927,1587646,1587646,WT_plate,1589155,50.661,vertis,TSS,LN908249_1589155_50.661_-_0.342138465525529,1509
MIDG2331_RS07400,mltF,membrane-bound lytic murein transglycosylase MltF,-,1597925,1599376,1599376,WT_broth,1599402,224.247,vertis,TSS,LN908249_1599402_224.247_-_2.86877812403924,26
MIDG2331_RS07400,mltF,membrane-bound lytic murein transglycosylase MltF,-,1597925,1599376,1599376,WT_broth,1599886,178.291,vertis,TSS,LN908249_1599886_178.291_-_4.28116833455903,510
MIDG2331_RS07400,mltF,membrane-bound lytic murein transglycosylase MltF,-,1597925,1599376,1599376,WT_plate,1599402,154.547,vertis,TSS,LN908249_1599402_154.547_-_2.71479813834394,26
MIDG2331_RS07400,mltF,membrane-bound lytic murein transglycosylase MltF,-,1597925,1599376,1599376,WT_plate,1599886,240.477,vertis,TSS,LN908249_1599886_240.477_-_3.47512687870003,510
MIDG2331_RS08050,serA,phosphoglycerate dehydrogenase,+,1739359,1740588,1739359,WT_broth,1739335,334.433,vertis,TSS,LN908249_1739335_334.433_+_0.700958012907847,24
MIDG2331_RS08050,serA,phosphoglycerate dehydrogenase,+,1739359,1740588,1739359,WT_broth,1738448,71.427,vertis,TSS,LN908249_1738448_71.427_+_2.57813151690805,911
MIDG2331_RS08050,serA,phosphoglycerate dehydrogenase,+,1739359,1740588,1739359,WT_plate,1739335,278.312,vertis,TSS,LN908249_1739335_278.312_+_0.289283733902526,24
MIDG2331_RS08050,serA,phosphoglycerate dehydrogenase,+,1739359,1740588,1739359,WT_plate,1738448,27.575,vertis,TSS,LN908249_1738448_27.575_+_2.65435811087757,911
MIDG2331_RS08140,thrC,threonine synthase,+,1757860,1759140,1757860,WT_broth,1757823,129.565,vertis,TSS,LN908249_1757823_129.565_+_0.46763208273756,37
MIDG2331_RS08140,thrC,threonine synthase,+,1757860,1759140,1757860,WT_plate,1757821,34.629,vertis,TSS,LN908249_1757821_34.629_+_1.00580259786801,39
MIDG2331_RS08210,cysE,serine O-acetyltransferase,+,1771248,1772063,1771248,WT_broth,1770648,10.52,vertis,TSS,LN908249_1770648_10.520_+_2.39939738978147,600
MIDG2331_RS08210,cysE,serine O-acetyltransferase,+,1771248,1772063,1771248,WT_broth,1770165,172.754,vertis,TSS,LN908249_1770165_172.754_+_1.22780855473135,1083
MIDG2331_RS08210,cysE,serine O-acetyltransferase,+,1771248,1772063,1771248,WT_plate,1770165,82.724,vertis,TSS,LN908249_1770165_82.724_+_1.15191783442292,1083
MIDG2331_RS08255,ccmI,c-type cytochrome biogenesis protein CcmI,+,1776295,1777209,1776295,WT_broth,1775363,15.504,vertis,TSS,LN908249_1775363_15.504_+_5.28010791919274,932
MIDG2331_RS08255,ccmI,c-type cytochrome biogenesis protein CcmI,+,1776295,1777209,1776295,WT_broth,1775242,45.957,vertis,TSS,LN908249_1775242_45.957_+_3.26399532956721,1053
MIDG2331_RS08255,ccmI,c-type cytochrome biogenesis protein CcmI,+,1776295,1777209,1776295,WT_broth,1775198,11.074,vertis,TSS,LN908249_1775198_11.074_+_2.79554809787816,1097
MIDG2331_RS08325,epmA,elongation factor P--(R)-beta-lysine ligase,+,1788704,1789687,1788704,WT_broth,1788679,47.064,vertis,TSS,LN908249_1788679_47.064_+_1.59780214180745,25
MIDG2331_RS08490,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,-,1817332,1818603,1818603,WT_plate,1820473,16.032,vertis,TSS,LN908249_1820473_16.032_-_0.872116339322285,1870
MIDG2331_RS08585,exbD1,ExbD/TolR family protein,-,1841551,1841961,1841961,WT_broth,1843326,191.026,vertis,TSS,LN908249_1843326_191.026_-_2.46130203699347,1365
MIDG2331_RS08585,exbD1,ExbD/TolR family protein,-,1841551,1841961,1841961,WT_broth,1843441,50.386,vertis,TSS,LN908249_1843441_50.386_-_1.33771932409764,1480
MIDG2331_RS08585,exbD1,ExbD/TolR family protein,-,1841551,1841961,1841961,WT_broth,1843756,381.497,vertis,TSS,LN908249_1843756_381.497_-_3.21562024664891,1795
MIDG2331_RS08585,exbD1,ExbD/TolR family protein,-,1841551,1841961,1841961,WT_plate,1843756,92.343,vertis,TSS,LN908249_1843756_92.343_-_2.46732728830651,1795
MIDG2331_RS08685,modF,molybdate ABC transporter ATP-binding protein ModF,-,1862475,1863932,1863932,WT_broth,1865001,65.89,vertis,TSS,LN908249_1865001_65.890_-_1.19865695592862,1069
MIDG2331_RS08685,modF,molybdate ABC transporter ATP-binding protein ModF,-,1862475,1863932,1863932,WT_plate,1865001,12.825,vertis,TSS,LN908249_1865001_12.825_-_2.0906442126571,1069
MIDG2331_RS08720,lipA,lipoyl synthase,-,1869591,1870583,1870583,WT_broth,1870711,49.279,vertis,TSS,LN908249_1870711_49.279_-_1.70155996231724,128
MIDG2331_RS08720,lipA,lipoyl synthase,-,1869591,1870583,1870583,WT_plate,1870711,66.051,vertis,TSS,LN908249_1870711_66.051_-_2.70523109389631,128
MIDG2331_RS08720,lipA,lipoyl synthase,-,1869591,1870583,1870583,WT_plate,1871770,14.749,vertis,TSS,LN908249_1871770_14.749_-_0.844811608766308,1187
MIDG2331_RS08750,mrdA,penicillin-binding protein 2,-,1874945,1876906,1876906,WT_broth,1877828,17.718,vertis,TSS,LN908249_1877828_17.718_-_2.01423804518152,922
MIDG2331_RS08845,ureA,urease subunit gamma,-,1892463,1892765,1892765,WT_broth,1894193,63.675,vertis,TSS,LN908249_1894193_63.675_-_4.31909872539669,1428
MIDG2331_RS08845,ureA,urease subunit gamma,-,1892463,1892765,1892765,WT_broth,1894602,34.883,vertis,TSS,LN908249_1894602_34.883_-_2.99154640266403,1837
MIDG2331_RS08845,ureA,urease subunit gamma,-,1892463,1892765,1892765,WT_broth,1894700,11.074,vertis,TSS,LN908249_1894700_11.074_-_2.4734391121322,1935
MIDG2331_RS08845,ureA,urease subunit gamma,-,1892463,1892765,1892765,WT_plate,1894193,34.629,vertis,TSS,LN908249_1894193_34.629_-_3.39801545100654,1428
MIDG2331_RS08845,ureA,urease subunit gamma,-,1892463,1892765,1892765,WT_plate,1894602,17.314,vertis,TSS,LN908249_1894602_17.314_-_1.12509159714495,1837
MIDG2331_RS08845,ureA,urease subunit gamma,-,1892463,1892765,1892765,WT_plate,1894700,16.032,vertis,TSS,LN908249_1894700_16.032_-_1.41263980047053,1935
MIDG2331_RS08855,cbiO,energy-coupling factor ABC transporter ATP-binding protein,-,1893776,1894405,1894405,WT_broth,1894602,34.883,vertis,TSS,LN908249_1894602_34.883_-_2.99154640266403,197
MIDG2331_RS08855,cbiO,energy-coupling factor ABC transporter ATP-binding protein,-,1893776,1894405,1894405,WT_broth,1894700,11.074,vertis,TSS,LN908249_1894700_11.074_-_2.4734391121322,295
MIDG2331_RS08855,cbiO,energy-coupling factor ABC transporter ATP-binding protein,-,1893776,1894405,1894405,WT_broth,1894848,16.057,vertis,TSS,LN908249_1894848_16.057_-_2.52434834344975,443
MIDG2331_RS08855,cbiO,energy-coupling factor ABC transporter ATP-binding protein,-,1893776,1894405,1894405,WT_plate,1894602,17.314,vertis,TSS,LN908249_1894602_17.314_-_1.12509159714495,197
MIDG2331_RS08855,cbiO,energy-coupling factor ABC transporter ATP-binding protein,-,1893776,1894405,1894405,WT_plate,1894700,16.032,vertis,TSS,LN908249_1894700_16.032_-_1.41263980047053,295
MIDG2331_RS08910,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),-,1904568,1906400,1906400,WT_broth,1907269,53.155,vertis,TSS,LN908249_1907269_53.155_-_3.35834610573256,869
MIDG2331_RS08910,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),-,1904568,1906400,1906400,WT_broth,1907334,14.396,vertis,TSS,LN908249_1907334_14.396_-_2.85193069252653,934
MIDG2331_RS08910,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),-,1904568,1906400,1906400,WT_plate,1906666,11.543,vertis,TSS,LN908249_1906666_11.543_-_0.443861642204335,266
MIDG2331_RS08910,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),-,1904568,1906400,1906400,WT_plate,1907269,196.229,vertis,TSS,LN908249_1907269_196.229_-_1.75764257320258,869
MIDG2331_RS08910,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),-,1904568,1906400,1906400,WT_plate,1907335,15.391,vertis,TSS,LN908249_1907335_15.391_-_0.603737661109631,935
MIDG2331_RS08910,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),-,1904568,1906400,1906400,WT_plate,1907674,39.759,vertis,TSS,LN908249_1907674_39.759_-_0.915611936124516,1274
MIDG2331_RS09100,gntR,gluconate operon transcriptional repressor GntR,-,1940416,1941414,1941414,WT_broth,1941455,45.403,vertis,TSS,LN908249_1941455_45.403_-_3.37180990951386,41
MIDG2331_RS09100,gntR,gluconate operon transcriptional repressor GntR,-,1940416,1941414,1941414,WT_broth,1941658,27.131,vertis,TSS,LN908249_1941658_27.131_-_5.08921868931046,244
MIDG2331_RS09100,gntR,gluconate operon transcriptional repressor GntR,-,1940416,1941414,1941414,WT_broth,1942955,12.735,vertis,TSS,LN908249_1942955_12.735_-_1.53782124248796,1541
MIDG2331_RS09295,fkpA2,FKBP-type peptidyl-prolyl cis-trans isomerase,-,1983725,1984354,1984354,WT_broth,1984384,180.505,vertis,TSS,LN908249_1984384_180.505_-_2.0676185757927,30
MIDG2331_RS09295,fkpA2,FKBP-type peptidyl-prolyl cis-trans isomerase,-,1983725,1984354,1984354,WT_broth,1985837,125.136,vertis,TSS,LN908249_1985837_125.136_-_4.2940228050773,1483
MIDG2331_RS09295,fkpA2,FKBP-type peptidyl-prolyl cis-trans isomerase,-,1983725,1984354,1984354,WT_plate,1984384,146.851,vertis,TSS,LN908249_1984384_146.851_-_2.1969925189888,30
MIDG2331_RS09295,fkpA2,FKBP-type peptidyl-prolyl cis-trans isomerase,-,1983725,1984354,1984354,WT_plate,1985837,33.987,vertis,TSS,LN908249_1985837_33.987_-_2.70812207914072,1483
MIDG2331_RS09355,secE,preprotein translocase subunit SecE,+,1994932,1995345,1994932,WT_broth,1994898,12.735,vertis,TSS,LN908249_1994898_12.735_+_1.67542344916423,34
MIDG2331_RS09355,secE,preprotein translocase subunit SecE,+,1994932,1995345,1994932,WT_broth,1994888,67.551,vertis,TSS,LN908249_1994888_67.551_+_2.8195370567182,44
MIDG2331_RS09355,secE,preprotein translocase subunit SecE,+,1994932,1995345,1994932,WT_plate,1994886,26.292,vertis,TSS,LN908249_1994886_26.292_+_2.58562111522284,46
MIDG2331_RS09475,sfsA,DNA/RNA nuclease SfsA,-,2020593,2021306,2021306,WT_broth,2021573,158.357,vertis,TSS,LN908249_2021573_158.357_-_0.685277974615359,267
MIDG2331_RS09475,sfsA,DNA/RNA nuclease SfsA,-,2020593,2021306,2021306,WT_broth,2022177,116.83,vertis,TSS,LN908249_2022177_116.830_-_3.28800086558908,871
MIDG2331_RS09475,sfsA,DNA/RNA nuclease SfsA,-,2020593,2021306,2021306,WT_plate,2021573,1476.21,vertis,TSS,LN908249_2021573_1476.210_-_1.18070320933274,267
MIDG2331_RS09475,sfsA,DNA/RNA nuclease SfsA,-,2020593,2021306,2021306,WT_plate,2022177,167.372,vertis,TSS,LN908249_2022177_167.372_-_2.56959811802074,871
MIDG2331_RS09755,rpmD,50S ribosomal protein L30,+,2062828,2063007,2062828,WT_plate,2062763,16.673,vertis,TSS,LN908249_2062763_16.673_+_0.606714603307348,65
MIDG2331_RS09755,rpmD,50S ribosomal protein L30,+,2062828,2063007,2062828,WT_plate,2062533,30.14,vertis,TSS,LN908249_2062533_30.140_+_0.782758989954143,295
MIDG2331_RS10200,ilvC,ketol-acid reductoisomerase,-,2147059,2148540,2148540,WT_broth,2148618,581.936,vertis,TSS,LN908249_2148618_581.936_-_0.896616563441505,78
MIDG2331_RS10200,ilvC,ketol-acid reductoisomerase,-,2147059,2148540,2148540,WT_broth,2148728,10.52,vertis,TSS,LN908249_2148728_10.520_-_3.13684540998156,188
MIDG2331_RS10200,ilvC,ketol-acid reductoisomerase,-,2147059,2148540,2148540,WT_plate,2148618,273.182,vertis,TSS,LN908249_2148618_273.182_-_2.81313341459283,78
MIDG2331_RS10235,dapD,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,+,2154564,2155388,2154564,WT_broth,2154520,1582.467,vertis,TSS,LN908249_2154520_1582.467_+_0.968015523754517,44
MIDG2331_RS10235,dapD,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,+,2154564,2155388,2154564,WT_broth,2154195,24.363,vertis,TSS,LN908249_2154195_24.363_+_3.93306346500504,369
MIDG2331_RS10235,dapD,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,+,2154564,2155388,2154564,WT_plate,2154520,834.296,vertis,TSS,LN908249_2154520_834.296_+_1.80373585021618,44
MIDG2331_RS10235,dapD,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,+,2154564,2155388,2154564,WT_plate,2154195,23.727,vertis,TSS,LN908249_2154195_23.727_+_3.63036023406157,369
MIDG2331_RS10295,dapE,succinyl-diaminopimelate desuccinylase,-,2164276,2165409,2165409,WT_broth,2165777,65.89,vertis,TSS,LN908249_2165777_65.890_-_3.90908180963985,368
MIDG2331_RS10295,dapE,succinyl-diaminopimelate desuccinylase,-,2164276,2165409,2165409,WT_broth,2165812,80.84,vertis,TSS,LN908249_2165812_80.840_-_0.949359157652383,403
MIDG2331_RS10295,dapE,succinyl-diaminopimelate desuccinylase,-,2164276,2165409,2165409,WT_plate,2165777,27.575,vertis,TSS,LN908249_2165777_27.575_-_2.01066003333281,368
MIDG2331_RS10465,dnaK,molecular chaperone DnaK,-,2200001,2201899,2201899,WT_broth,2201949,306.195,vertis,TSS,LN908249_2201949_306.195_-_2.18403697985653,50
MIDG2331_RS10465,dnaK,molecular chaperone DnaK,-,2200001,2201899,2201899,WT_broth,2202054,346.061,vertis,TSS,LN908249_2202054_346.061_-_1.92859480990097,155
MIDG2331_RS10465,dnaK,molecular chaperone DnaK,-,2200001,2201899,2201899,WT_plate,2201949,974.093,vertis,TSS,LN908249_2201949_974.093_-_1.33662151759665,50
MIDG2331_RS10465,dnaK,molecular chaperone DnaK,-,2200001,2201899,2201899,WT_plate,2202012,29.499,vertis,TSS,LN908249_2202012_29.499_-_0.84486051616977,113
MIDG2331_RS10465,dnaK,molecular chaperone DnaK,-,2200001,2201899,2201899,WT_plate,2202054,936.258,vertis,TSS,LN908249_2202054_936.258_-_2.91020428608036,155
MIDG2331_RS10510,panF,sodium/pantothenate symporter,-,2212806,2214230,2214230,WT_broth,2214861,100.219,vertis,TSS,LN908249_2214861_100.219_-_0.929226159872757,631
MIDG2331_RS10510,panF,sodium/pantothenate symporter,-,2212806,2214230,2214230,WT_plate,2214861,19.238,vertis,TSS,LN908249_2214861_19.238_-_1.22815329045418,631
MIDG2331_RS10685,proA,glutamate-5-semialdehyde dehydrogenase,-,2244507,2245745,2245745,WT_broth,2245770,78.071,vertis,TSS,LN908249_2245770_78.071_-_1.04346468057119,25
MIDG2331_RS10685,proA,glutamate-5-semialdehyde dehydrogenase,-,2244507,2245745,2245745,WT_plate,2245770,29.499,vertis,TSS,LN908249_2245770_29.499_-_3.42999870891342,25
MIDG2331_RS10890,fabG,3-oxoacyl-ACP reductase FabG,-,2280849,2281574,2281574,WT_broth,2281904,19.933,vertis,TSS,LN908249_2281904_19.933_-_2.32178334771749,330
MIDG2331_RS10890,fabG,3-oxoacyl-ACP reductase FabG,-,2280849,2281574,2281574,WT_plate,2281904,17.314,vertis,TSS,LN908249_2281904_17.314_-_1.73507812154858,330
MIDG2331_RS10890,fabG,3-oxoacyl-ACP reductase FabG,-,2280849,2281574,2281574,WT_plate,2281950,11.543,vertis,TSS,LN908249_2281950_11.543_-_2.07635088613011,376
